Trial,Seed,Parameters,Algorithm,Instance,Base,Flight Limit,Trucks Used,Trucks Submitted,Objective,Paper Makespan,Time,Flight Optimizer,Convergence Iterations,Convergence Count,Convergence First Objective,Convergence Final Objective,Convergence Improvement,Convergence Improvement Percent
110,1,vns_k_max=2;vns_max_iter=100,vns,MTLARP5_5_6_1.dat,20,783.000000,2,2,2936.248763,2936.248763,54.451257,bc,initial@0;restart_elite@30;restart_elite@60;restart_elite@90;final_splitting@100,5,3104.711942,2936.248763,168.463179,5.426049
111,2,vns_k_max=2;vns_max_iter=100,vns,MTLARP5_5_6_1.dat,20,783.000000,2,2,2898.617693,2898.617693,56.126319,bc,initial@0;restart_new_pool@30;restart_elite@60;restart_new_pool@90;final_splitting@100,5,3104.711942,2898.617693,206.094249,6.638112
112,0,lns_destroy_frac=0.4;lns_max_iter=200,lns,MTLARP5_5_6_1.dat,20,783.000000,2,2,2925.143839,2925.143839,11.926994,bc,initial_pool@0;candidate1:lns@4;candidate1:lns@87;candidate1:lns@88;candidate1:lns@96;candidate1:candidate_vnd@200;candidate1:splitting@1;candidate2:splitting@2,8,3139.084586,2925.143839,213.940747,6.815386
113,1,lns_destroy_frac=0.4;lns_max_iter=200,lns,MTLARP5_5_6_1.dat,20,783.000000,2,2,2886.974396,2886.974396,64.427959,bc,initial_pool@0;candidate1:splitting@1,2,3104.711942,2886.974396,217.737546,7.013132
114,2,lns_destroy_frac=0.4;lns_max_iter=200,lns,MTLARP5_5_6_1.dat,20,783.000000,2,2,2925.143839,2925.143839,54.112838,bc,initial_pool@0;candidate1:splitting@1;candidate2:splitting@2,3,3104.711942,2925.143839,179.568103,5.783728
115,0,vnd_default,vnd,MTLARP5_5_6_1.dat,20,783.000000,2,2,2982.518769,2982.518769,9.559628,bc,0;1,2,3139.084586,2982.518769,156.565817,4.987627
116,1,vnd_default,vnd,MTLARP5_5_6_1.dat,20,783.000000,2,2,2886.974396,2886.974396,45.981755,bc,0;1,2,3104.711942,2886.974396,217.737546,7.013132
117,2,vnd_default,vnd,MTLARP5_5_6_1.dat,20,783.000000,2,2,2901.979906,2901.979906,47.556845,bc,0;1,2,3104.711942,2901.979906,202.732036,6.529818
118,0,vns_k_max=2;vns_max_iter=100,vns,MTLARP5_5_6_1.dat,20,783.000000,3,3,1979.113242,1979.113242,46.704855,bc,initial@0;restart_elite@30;restart_new_pool@60;restart_elite@90;final@100,5,1979.113242,1979.113242,0.000000,0.000000
119,1,vns_k_max=2;vns_max_iter=100,vns,MTLARP5_5_6_1.dat,20,783.000000,3,3,1979.113242,1979.113242,46.557334,bc,initial@0;restart_elite@30;restart_elite@60;restart_elite@90;final@100,5,1979.113242,1979.113242,0.000000,0.000000
120,2,vns_k_max=2;vns_max_iter=100,vns,MTLARP5_5_6_1.dat,20,783.000000,3,3,1981.573062,1981.573062,54.812098,bc,initial@0;restart_elite@30;restart_elite@60;restart_elite@90;final@100,5,1981.573062,1981.573062,0.000000,0.000000
121,0,lns_destroy_frac=0.4;lns_max_iter=200,lns,MTLARP5_5_6_1.dat,20,783.000000,3,3,1979.113242,1979.113242,55.292856,bc,initial_pool@0,1,1979.113242,1979.113242,0.000000,0.000000
122,1,lns_destroy_frac=0.4;lns_max_iter=200,lns,MTLARP5_5_6_1.dat,20,783.000000,3,3,1802.253003,1802.253003,62.006264,bc,initial_pool@0;candidate3:splitting@3,2,1979.113242,1802.253003,176.860239,8.936338
123,2,lns_destroy_frac=0.4;lns_max_iter=200,lns,MTLARP5_5_6_1.dat,20,783.000000,3,3,1808.325314,1808.325314,52.874353,bc,initial_pool@0;candidate10:splitting@10,2,1981.573062,1808.325314,173.247748,8.742940
124,0,vnd_default,vnd,MTLARP5_5_6_1.dat,20,783.000000,3,3,1979.113242,1979.113242,42.688952,bc,0;1,2,1979.113242,1979.113242,0.000000,0.000000
125,1,vnd_default,vnd,MTLARP5_5_6_1.dat,20,783.000000,3,3,1802.253003,1802.253003,47.848279,bc,0;1,2,1979.113242,1802.253003,176.860239,8.936338
126,2,vnd_default,vnd,MTLARP5_5_6_1.dat,20,783.000000,3,3,1939.244480,1939.244480,34.461622,bc,0;1,2,1981.573062,1939.244480,42.328583,2.136110
127,0,vns_k_max=2;vns_max_iter=100,vns,MTLARP5_5_6_1.dat,20,783.000000,4,4,1610.220264,1610.220264,54.289037,bc,initial@0;restart_new_pool@30;restart_elite@60;restart_elite@90;final_splitting@100,5,1649.478853,1610.220264,39.258589,2.380060
128,1,vns_k_max=2;vns_max_iter=100,vns,MTLARP5_5_6_1.dat,20,783.000000,4,4,1620.259175,1620.259175,52.057600,bc,initial@0;restart_elite@30;restart_elite@60;restart_new_pool@90;final_splitting@100,5,1649.478853,1620.259175,29.219678,1.771449
129,2,vns_k_max=2;vns_max_iter=100,vns,MTLARP5_5_6_1.dat,20,783.000000,4,4,1610.220264,1610.220264,55.900571,bc,initial@0;restart_new_pool@30;improvement@39;restart_elite@69;restart_elite@99;final_splitting@100,6,1660.102351,1610.220264,49.882087,3.004760
130,0,lns_destroy_frac=0.4;lns_max_iter=200,lns,MTLARP5_5_6_1.dat,20,783.000000,4,4,1569.567568,1569.567568,60.797541,bc,initial_pool@0;candidate1:splitting@1;candidate2:splitting@2,3,1649.478853,1569.567568,79.911284,4.844638
131,1,lns_destroy_frac=0.4;lns_max_iter=200,lns,MTLARP5_5_6_1.dat,20,783.000000,4,4,1604.133603,1604.133603,59.804452,bc,initial_pool@0;candidate1:splitting@1;candidate6:splitting@6,3,1649.478853,1604.133603,45.345250,2.749065
132,2,lns_destroy_frac=0.4;lns_max_iter=200,lns,MTLARP5_5_6_1.dat,20,783.000000,4,4,1660.102351,1660.102351,38.146674,bc,initial_pool@0,1,1660.102351,1660.102351,0.000000,0.000000
133,0,vnd_default,vnd,MTLARP5_5_6_1.dat,20,783.000000,4,4,1569.567568,1569.567568,38.974803,bc,0;1,2,1649.478853,1569.567568,79.911284,4.844638
134,1,vnd_default,vnd,MTLARP5_5_6_1.dat,20,783.000000,4,4,1610.220264,1610.220264,29.709192,bc,0;1,2,1649.478853,1610.220264,39.258589,2.380060
135,2,vnd_default,vnd,MTLARP5_5_6_1.dat,20,783.000000,4,4,1628.925390,1628.925390,25.085298,bc,0;1,2,1660.102351,1628.925390,31.176961,1.878014
136,0,vns_k_max=2;vns_max_iter=100,vns,MTLARP5_5_6_1.dat,20,783.000000,5,5,1429.496718,1429.496718,41.468247,bc,initial@0;improvement@2;restart_elite@32;improvement@52;restart_new_pool@82;final@100,6,1451.091006,1429.496718,21.594288,1.488142
137,1,vns_k_max=2;vns_max_iter=100,vns,MTLARP5_5_6_1.dat,20,783.000000,5,5,1429.496718,1429.496718,40.986911,bc,initial@0;improvement@1;restart_elite@31;restart_elite@61;restart_elite@91;final@100,6,1438.398972,1429.496718,8.902254,0.618900
138,2,vns_k_max=2;vns_max_iter=100,vns,MTLARP5_5_6_1.dat,20,783.000000,5,5,1429.496718,1429.496718,41.953934,bc,initial@0;improvement@4;restart_elite@34;restart_elite@64;improvement@88;improvement@96;final@100,7,1484.389391,1429.496718,54.892673,3.697997
139,0,lns_destroy_frac=0.4;lns_max_iter=200,lns,MTLARP5_5_6_1.dat,20,783.000000,5,5,1387.920245,1387.920245,46.338322,bc,initial_pool@0;candidate2:lns@59;candidate2:candidate_vnd@200;candidate6:lns@1;candidate6:candidate_vnd@200;candidate8:lns@31;candidate8:candidate_vnd@200;candidate1:splitting@1,8,1451.091006,1387.920245,63.170761,4.353329
140,1,lns_destroy_frac=0.4;lns_max_iter=200,lns,MTLARP5_5_6_1.dat,20,783.000000,5,5,1391.106808,1391.106808,49.529702,bc,initial_pool@0;candidate1:lns@111;candidate1:candidate_vnd@200;candidate4:lns@121;candidate4:lns@140;candidate4:candidate_vnd@200;candidate7:splitting@7,7,1438.398972,1391.106808,47.292164,3.287834
141,2,lns_destroy_frac=0.4;lns_max_iter=200,lns,MTLARP5_5_6_1.dat,20,783.000000,5,5,1390.424250,1390.424250,54.633613,bc,initial_pool@0;candidate1:lns@39;candidate1:lns@124;candidate1:candidate_vnd@200;candidate8:lns@68;candidate8:candidate_vnd@200;candidate4:splitting@4,7,1484.389391,1390.424250,93.965141,6.330222
142,0,vnd_default,vnd,MTLARP5_5_6_1.dat,20,783.000000,5,5,1387.920245,1387.920245,43.921364,bc,0;1,2,1451.091006,1387.920245,63.170761,4.353329
143,1,vnd_default,vnd,MTLARP5_5_6_1.dat,20,783.000000,5,5,1387.920245,1387.920245,35.124507,bc,0;1,2,1438.398972,1387.920245,50.478727,3.509369
144,2,vnd_default,vnd,MTLARP5_5_6_1.dat,20,783.000000,5,5,1387.920245,1387.920245,53.343636,bc,0;1,2,1484.389391,1387.920245,96.469145,6.498911
145,0,vns_k_max=2;vns_max_iter=100,vns,MTLARP5_5_6_2.dat,23,1168.000000,2,2,3303.600000,3303.600000,97.786346,bc,initial@0;restart_elite@30;restart_elite@60;restart_new_pool@90;final@100,5,3303.600000,3303.600000,0.000000,0.000000
146,1,vns_k_max=2;vns_max_iter=100,vns,MTLARP5_5_6_2.dat,23,1168.000000,2,2,3499.910434,3499.910434,90.335572,bc,initial@0;improvement@27;restart_new_pool@57;restart_elite@87;final_splitting@100,5,3529.100967,3499.910434,29.190534,0.827138
147,2,vns_k_max=2;vns_max_iter=100,vns,MTLARP5_5_6_2.dat,23,1168.000000,2,2,3295.760526,3295.760526,93.337620,bc,initial@0;improvement@2;restart_elite@32;restart_elite@62;restart_elite@92;final@100,6,3336.113737,3295.760526,40.353211,1.209587
148,0,lns_destroy_frac=0.4;lns_max_iter=200,lns,MTLARP5_5_6_2.dat,23,1168.000000,2,2,3303.600000,3303.600000,83.233183,bc,initial_pool@0,1,3303.600000,3303.600000,0.000000,0.000000
149,1,lns_destroy_frac=0.4;lns_max_iter=200,lns,MTLARP5_5_6_2.dat,23,1168.000000,2,2,3310.195114,3310.195114,81.823051,bc,initial_pool@0;candidate1:lns@18;candidate1:candidate_vnd@200;candidate2:lns@22;candidate2:lns@147;candidate2:candidate_vnd@200;candidate7:lns@125;candidate7:candidate_vnd@200;candidate1:splitting@1,9,3529.100967,3310.195114,218.905853,6.202879
150,2,lns_destroy_frac=0.4;lns_max_iter=200,lns,MTLARP5_5_6_2.dat,23,1168.000000,2,2,3295.760526,3295.760526,98.028806,bc,initial_pool@0;candidate1:lns@13;candidate1:candidate_vnd@200,3,3336.113737,3295.760526,40.353211,1.209587
151,0,vnd_default,vnd,MTLARP5_5_6_2.dat,23,1168.000000,2,2,3303.600000,3303.600000,80.620484,bc,0;1,2,3303.600000,3303.600000,0.000000,0.000000
152,1,vnd_default,vnd,MTLARP5_5_6_2.dat,23,1168.000000,2,2,3366.329451,3366.329451,84.685096,bc,0;1,2,3593.040269,3366.329451,226.710817,6.309721
153,2,vnd_default,vnd,MTLARP5_5_6_2.dat,23,1168.000000,2,2,3311.845451,3311.845451,66.927605,bc,0;1,2,3336.113737,3311.845451,24.268285,0.727442
154,0,vns_k_max=2;vns_max_iter=100,vns,MTLARP5_5_6_2.dat,23,1168.000000,3,3,2202.911515,2202.911515,126.248741,bc,initial@0;improvement@1;improvement@22;improvement@24;restart_new_pool@54;restart_elite@84;final_splitting@100,7,2340.640841,2202.911515,137.729326,5.884257
155,1,vns_k_max=2;vns_max_iter=100,vns,MTLARP5_5_6_2.dat,23,1168.000000,3,3,2241.094919,2241.094919,131.912907,bc,initial@0;improvement@15;restart_elite@45;restart_elite@75;final_splitting@100,5,2299.094401,2241.094919,57.999482,2.522710
156,2,vns_k_max=2;vns_max_iter=100,vns,MTLARP5_5_6_2.dat,23,1168.000000,3,3,2213.602910,2213.602910,120.538535,bc,initial@0;improvement@5;improvement@7;improvement@8;improvement@19;improvement@24;restart_elite@54;restart_elite@84;final_splitting@100,9,2316.926673,2213.602910,103.323764,4.459518
157,0,lns_destroy_frac=0.4;lns_max_iter=200,lns,MTLARP5_5_6_2.dat,23,1168.000000,3,3,2239.033342,2239.033342,125.034322,bc,initial_pool@0;candidate1:lns@23;candidate1:candidate_vnd@200;candidate1:splitting@1,4,2340.640841,2239.033342,101.607498,4.341012
158,1,lns_destroy_frac=0.4;lns_max_iter=200,lns,MTLARP5_5_6_2.dat,23,1168.000000,3,3,2220.034834,2220.034834,112.345030,bc,initial_pool@0;candidate1:lns@135;candidate1:lns@143;candidate1:candidate_vnd@200;candidate1:splitting@1,5,2299.094401,2220.034834,79.059567,3.438726
159,2,lns_destroy_frac=0.4;lns_max_iter=200,lns,MTLARP5_5_6_2.dat,23,1168.000000,3,3,2220.034834,2220.034834,98.307468,bc,initial_pool@0;candidate1:lns@6;candidate1:lns@12;candidate1:lns@33;candidate1:candidate_vnd@200;candidate1:splitting@1,6,2316.926673,2220.034834,96.891839,4.181912
160,0,vnd_default,vnd,MTLARP5_5_6_2.dat,23,1168.000000,3,3,2243.649209,2243.649209,85.320919,bc,0;1,2,2340.640841,2243.649209,96.991632,4.143807
161,1,vnd_default,vnd,MTLARP5_5_6_2.dat,23,1168.000000,3,3,2277.933376,2277.933376,83.621203,bc,0;1,2,2425.316408,2277.933376,147.383031,6.076858
162,2,vnd_default,vnd,MTLARP5_5_6_2.dat,23,1168.000000,3,3,2216.164659,2216.164659,74.790330,bc,0;1,2,2316.926673,2216.164659,100.762014,4.348951
163,0,vns_k_max=2;vns_max_iter=100,vns,MTLARP5_5_6_2.dat,23,1168.000000,4,4,1863.324759,1863.324759,115.522179,bc,initial@0;improvement@4;improvement@4;restart_elite@34;restart_elite@64;restart_elite@94;final_splitting@100,7,2001.305403,1863.324759,137.980644,6.894532
164,1,vns_k_max=2;vns_max_iter=100,vns,MTLARP5_5_6_2.dat,23,1168.000000,4,4,1826.620264,1826.620264,111.789880,bc,initial@0;improvement@1;improvement@2;improvement@17;restart_elite@47;restart_elite@77;final@100,7,1906.434695,1826.620264,79.814431,4.186581
165,2,vns_k_max=2;vns_max_iter=100,vns,MTLARP5_5_6_2.dat,23,1168.000000,4,4,1887.290073,1887.290073,111.100107,bc,initial@0;improvement@23;restart_elite@53;restart_elite@83;final@100,5,1913.730043,1887.290073,26.439971,1.381594
166,0,lns_destroy_frac=0.4;lns_max_iter=200,lns,MTLARP5_5_6_2.dat,23,1168.000000,4,4,1845.696618,1845.696618,182.932474,bc,initial_pool@0;candidate1:lns@14;candidate1:lns@33;candidate1:candidate_vnd@200;candidate3:lns@94;candidate3:candidate_vnd@200;candidate2:splitting@2;candidate3:splitting@3,8,2001.305403,1845.696618,155.608785,7.775364
167,1,lns_destroy_frac=0.4;lns_max_iter=200,lns,MTLARP5_5_6_2.dat,23,1168.000000,4,4,1826.620264,1826.620264,220.720513,bc,initial_pool@0;candidate1:lns@1;candidate1:candidate_vnd@200;candidate1:splitting@1,4,1906.434695,1826.620264,79.814431,4.186581
168,2,lns_destroy_frac=0.4;lns_max_iter=200,lns,MTLARP5_5_6_2.dat,23,1168.000000,4,4,1852.170422,1852.170422,211.607119,bc,initial_pool@0;candidate4:lns@174;candidate4:candidate_vnd@200;candidate1:splitting@1;candidate2:splitting@2;candidate9:splitting@9,6,1913.730043,1852.170422,61.559621,3.216735
169,0,vnd_default,vnd,MTLARP5_5_6_2.dat,23,1168.000000,4,4,1931.954097,1931.954097,163.679611,bc,0;1,2,2001.305403,1931.954097,69.351306,3.465304
170,1,vnd_default,vnd,MTLARP5_5_6_2.dat,23,1168.000000,4,4,1826.620264,1826.620264,149.054051,bc,0;1,2,1906.434695,1826.620264,79.814431,4.186581
171,2,vnd_default,vnd,MTLARP5_5_6_2.dat,23,1168.000000,4,4,1852.170422,1852.170422,160.271746,bc,0;1,2,1913.730043,1852.170422,61.559621,3.216735
172,0,vns_k_max=2;vns_max_iter=100,vns,MTLARP5_5_6_2.dat,23,1168.000000,5,5,1611.435059,1611.435059,195.069782,bc,initial@0;restart_elite@30;restart_elite@60;restart_elite@90;final@100,5,1611.435059,1611.435059,0.000000,0.000000
173,1,vns_k_max=2;vns_max_iter=100,vns,MTLARP5_5_6_2.dat,23,1168.000000,5,5,1628.361713,1628.361713,187.918948,bc,initial@0;improvement@21;improvement@22;restart_new_pool@52;restart_elite@82;final@100,6,1651.452626,1628.361713,23.090913,1.398218
174,2,vns_k_max=2;vns_max_iter=100,vns,MTLARP5_5_6_2.dat,23,1168.000000,5,5,1629.035222,1629.035222,170.451522,bc,initial@0;improvement@27;improvement@28;improvement@28;restart_elite@58;restart_elite@88;final_vnd@100;final_splitting@100,8,1724.809265,1629.035222,95.774043,5.552732
175,0,lns_destroy_frac=0.4;lns_max_iter=200,lns,MTLARP5_5_6_2.dat,23,1168.000000,5,5,1515.346576,1515.346576,222.931788,bc,initial_pool@0;candidate2:lns@12;candidate2:lns@19;candidate2:candidate_vnd@200;candidate1:splitting@1,5,1611.435059,1515.346576,96.088483,5.962914
176,1,lns_destroy_frac=0.4;lns_max_iter=200,lns,MTLARP5_5_6_2.dat,23,1168.000000,5,5,1568.729185,1568.729185,216.017881,bc,initial_pool@0;candidate1:lns@108;candidate1:candidate_vnd@200,3,1651.452626,1568.729185,82.723441,5.009132
177,2,lns_destroy_frac=0.4;lns_max_iter=200,lns,MTLARP5_5_6_2.dat,23,1168.000000,5,5,1564.968742,1564.968742,198.157178,bc,initial_pool@0;candidate1:lns@49;candidate1:lns@81;candidate1:lns@200;candidate1:candidate_vnd@200;candidate2:lns@168;candidate2:candidate_vnd@200;candidate1:splitting@1,8,1724.809265,1564.968742,159.840523,9.267142
178,0,vnd_default,vnd,MTLARP5_5_6_2.dat,23,1168.000000,5,5,1560.607088,1560.607088,190.697937,bc,0;1,2,1611.435059,1560.607088,50.827972,3.154205
179,1,vnd_default,vnd,MTLARP5_5_6_2.dat,23,1168.000000,5,5,1607.142341,1607.142341,188.211584,bc,0;1,2,1651.452626,1607.142341,44.310285,2.683110
180,2,vnd_default,vnd,MTLARP5_5_6_2.dat,23,1168.000000,5,5,1670.308258,1670.308258,199.758445,bc,0;1,2,1724.809265,1670.308258,54.501007,3.159828
